vehicle_id,vehicle_type,make,year,total_km,avg_daily_km,last_oil_change_km,days_since_oil_change,last_oil_filter_change_km,days_since_oil_filter_change,last_fuel_filter_change_km,days_since_fuel_filter_change,last_fuel_pump_change_km,days_since_fuel_pump_change,last_battery_change_km,days_since_battery_change,last_spark_plugs_change_km,days_since_spark_plugs_change,last_shock_absorbers_change_km,days_since_shock_absorbers_change,last_brake_fluid_change_km,days_since_brake_fluid_change,last_brake_pads_change_km,days_since_brake_pads_change,last_tires_change_km,days_since_tires_change,last_coolant_change_km,days_since_coolant_change,last_water_pump_change_km,days_since_water_pump_change,last_radiator_change_km,days_since_radiator_change,last_transmission_fluid_change_km,days_since_transmission_fluid_change,driving_condition,target_days_to_next_maintenance
1036,Car,Toyota,2025,0,146,0,1,0,43,0,93,0,343,0,718,0,228,0,192,0,107,0,60,0,108,0,67,0,245,0,896,0,470,Highway,78
1037,Car,Hyundai,2019,178522,100,170986,74,169411,91,153385,251,36108,1424,165712,127,170391,80,141687,369,149808,286,167553,110,163948,147,98682,797,85131,933,112280,664,141496,370,Highway,86
1038,Truck,Scania,2024,38432,138,34185,31,32111,45,30463,57,4462,246,0,340,37247,8,0,593,25840,91,21413,124,0,328,21147,125,6264,233,0,1038,0,342,Highway,37
1039,Truck,Mercedes,2011,844535,199,841589,14,836920,39,805431,198,695595,748,741027,521,798328,233,777734,336,828999,78,825168,97,836898,39,840602,20,843905,3,780343,323,801295,217,Urban,38
1040,Truck,Ford,2023,60987,102,60883,0,52267,87,45888,149,0,786,0,1065,26441,340,0,637,22529,377,17538,426,14399,455,0,698,0,1025,0,1616,4536,554,Mixed,64
1041,Bus,Mercedes,2016,1048910,389,1047975,2,1044191,12,1003745,116,1036772,31,938119,285,970446,202,961003,226,1019730,75,1041542,19,999334,127,1045769,8,949259,256,953634,245,985116,164,Urban,33
1042,Truck,Mercedes,2022,117640,124,115105,20,113584,31,86391,252,40466,623,21252,778,109834,63,88771,233,109622,66,88835,232,98677,154,102807,120,20467,785,88258,237,61380,453,Urban,62
1043,Bus,Scania,2000,2041841,272,2034784,26,2039501,9,2010630,114,1866222,645,1961560,295,1962345,292,1978530,233,2027339,53,2006951,128,1996438,167,2027904,51,1993448,178,1948565,343,1989854,191,Highway,37
1044,Bus,Scania,2010,1587783,354,1579235,24,1580516,21,1563760,68,1462496,354,1571734,46,1535705,147,1553357,97,1536910,144,1547443,114,1549983,107,1547727,113,1514636,207,1455663,373,1552521,100,Mixed,82
1045,Car,Ford,2011,273717,66,263922,145,269375,66,272595,17,241417,490,190296,1265,215368,883,240060,510,246384,415,256672,260,234598,593,243753,453,259040,221,138563,2046,229501,673,Urban,38
1046,Car,BMW,2020,183167,123,182448,7,179795,28,173145,82,13206,1382,149878,271,177193,47,124723,476,130184,430,141897,334,161124,179,155629,222,108245,609,88139,773,165292,145,Highway,71
1047,Bus,MAN,2022,304829,337,302257,8,302392,7,261645,128,216246,263,230383,221,272386,96,283404,64,263413,123,265038,119,295818,27,290785,42,211996,275,272764,95,234796,208,Mixed,36
1048,Bus,Mercedes,2021,315019,260,312705,9,314789,1,266205,188,236994,300,309005,23,302812,47,268504,179,262043,203,296955,70,297123,69,258586,217,298093,65,255960,227,296134,73,Mixed,64
1049,Car,Honda,2006,602366,107,595279,67,601481,7,601836,5,481536,1128,557953,416,594731,72,554453,447,583299,177,562644,370,572167,283,539723,585,595078,68,522418,746,571264,290,Mixed,86
1050,Bus,Iveco,2005,1666532,278,1659630,25,1662235,16,1619466,169,1509148,566,1580036,311,1598537,245,1600400,238,1643149,84,1627812,139,1636916,106,1624805,150,1663781,10,1594353,260,1655661,39,Mixed,52
1051,Truck,Ford,2011,846408,200,837063,47,841574,24,837232,46,689373,785,796738,249,778320,340,806048,202,814215,162,810491,179,810367,180,805930,202,786307,300,809607,184,826906,97,Mixed,42
1052,Truck,Ford,2021,299026,255,295466,14,292668,25,262075,145,275114,94,287200,46,227862,279,213237,336,245165,211,282146,66,276054,89,251294,187,181341,462,215797,327,274247,97,Urban,79
1053,Car,Ford,2018,278517,130,269403,70,273089,42,248493,232,175203,795,234689,337,215791,483,257602,162,267655,84,269288,70,278022,4,209630,531,240350,294,255871,174,266449,92,Urban,74
1054,Truck,Ford,2008,1048616,206,1043240,26,1042087,32,1012357,176,906060,692,1041015,36,980029,333,1003923,217,1039238,46,1002785,222,1044670,19,979498,336,1040250,41,987549,297,1003204,220,Mixed,47
1055,Truck,Ford,2012,712967,183,705757,41,710597,12,665004,262,608776,570,620504,505,637233,414,687713,138,666506,254,684028,158,678884,186,689016,131,651482,336,554703,866,634514,429,Mixed,64
1056,Car,Toyota,2005,794026,133,790849,25,785028,66,793319,4,748187,346,782975,83,784598,70,757089,278,782757,85,776698,131,774466,147,792927,8,770584,176,661933,993,706755,656,Highway,60
1057,Car,Honda,2009,678900,142,673941,36,674152,33,634919,311,506405,1216,568301,779,627598,361,632717,325,651060,196,662214,117,645112,238,603593,531,603239,533,537014,1000,607042,506,Mixed,49
1058,Bus,Mercedes,2010,782137,175,774856,42,779870,12,750160,182,778381,21,696819,487,749614,185,736160,262,777662,25,735620,266,750310,182,733279,279,757434,141,632367,856,770104,69,Urban,51
1059,Truck,MAN,2010,901797,200,892112,49,899570,11,881654,101,802336,498,899698,10,892058,49,890560,56,845308,283,865413,183,866706,175,827860,369,802734,495,864377,187,893635,41,Mixed,44
1060,Car,Ford,2023,63339,114,54670,75,55011,73,45854,153,0,1265,0,950,2810,530,21390,367,26161,326,14180,432,39473,210,53992,82,0,650,55843,66,0,694,Mixed,88
1061,Truck,MAN,2015,557556,184,552803,26,554367,17,519042,209,499494,316,445152,611,540348,92,553852,20,532748,135,555820,11,555228,13,537551,108,478233,431,487087,383,540694,92,Mixed,31
1062,Bus,MAN,2010,1114087,247,1111707,9,1109348,19,1111072,12,1029602,342,1040049,300,1061691,212,1042004,292,1073672,163,1072782,167,1067474,188,1078738,144,1081237,133,1113091,4,1098715,63,Urban,79
1063,Car,Hyundai,2020,161175,104,158977,21,154283,66,144836,156,115409,440,108940,502,157780,33,104035,549,125361,345,124353,352,108128,509,83204,749,131873,282,17749,1378,119479,401,Urban,69
1064,Truck,MAN,2020,229684,149,229764,0,226303,23,196063,225,123829,709,199353,202,219267,71,176120,360,173024,380,188465,277,175054,367,184004,305,171008,395,188620,276,190630,262,Urban,63
1065,Truck,Ford,2006,1494200,263,1489871,17,1488277,23,1453140,156,1426180,259,1415531,299,1439499,208,1446130,183,1481332,49,1481076,50,1484851,35,1484194,38,1492566,6,1386228,411,1442128,198,Mixed,80
1066,Truck,Volvo,2012,727539,186,719982,41,724095,19,695368,173,565797,869,706681,112,723738,21,644522,446,696317,168,696658,166,676629,274,717248,56,721447,33,668492,318,673833,289,Highway,78
1067,Bus,Scania,2001,2164530,301,2156103,28,2158782,20,2129574,116,2106587,192,2153420,37,2124921,132,2103187,204,2132951,105,2123753,136,2147449,57,2144216,68,2132101,108,2065525,329,2105628,196,Mixed,33
1068,Car,Ford,2016,183030,68,179774,48,173238,143,163852,280,95278,1291,109734,1077,155807,399,111368,1057,131903,752,149807,488,148250,514,122235,892,113532,1018,79269,1525,128969,796,Highway,66
1069,Truck,Volvo,2001,1846491,257,1837726,34,1843048,14,1813903,127,1778439,265,1792991,208,1780045,258,1841387,20,1830953,61,1835211,44,1803119,169,1836561,38,1811531,136,1749403,378,1846055,2,Highway,72
1070,Bus,Iveco,2000,1265488,169,1256637,53,1258283,42,1243465,130,1102681,963,1177050,524,1204418,361,1239355,155,1220632,265,1260527,30,1259718,34,1258248,44,1186576,466,1223036,251,1197403,403,Mixed,48
1071,Car,Honda,2016,368228,133,364360,29,367669,5,348002,152,321001,355,276545,689,360408,58,295712,545,330094,287,332485,270,310130,436,344084,182,253624,862,339807,214,285643,622,Urban,51
1072,Car,BMW,2018,311658,150,310090,10,304325,48,265935,304,143628,1119,237051,499,261690,332,267884,292,287167,164,267351,295,284013,185,267460,295,253525,387,191902,799,280875,204,Mixed,40
1073,Car,Hyundai,2016,256687,93,254180,27,251784,53,250831,65,83501,1860,182388,798,214721,451,199377,616,239257,188,250397,67,244287,138,246966,103,192685,689,106023,1621,255630,10,Mixed,69
1074,Truck,MAN,2014,535723,164,535031,4,531133,28,526840,54,382368,935,477249,356,474244,375,451269,515,505913,182,506570,178,519064,102,518754,104,466381,423,489192,283,529852,36,Mixed,49
1075,Car,Hyundai,2012,660594,170,657212,20,656943,22,641396,113,503412,924,581997,462,590098,415,578172,485,628083,191,659973,3,655688,29,619171,244,585017,444,504566,918,653592,41,Highway,62
1076,Bus,Iveco,2013,558053,155,555430,17,550447,48,508191,321,506263,335,474007,542,503658,351,474553,539,556782,8,538822,124,553189,32,499573,377,479088,509,516143,271,520915,239,Urban,52
1077,Bus,Iveco,2020,359454,235,358997,3,356764,11,336517,98,203143,665,355968,15,326445,140,294632,276,346715,54,341629,76,329040,129,291138,290,291361,290,232999,538,316262,184,Urban,70
1078,Bus,MAN,2022,150529,161,145757,28,142435,51,124419,163,0,1093,83893,413,144837,35,103981,289,125646,155,103085,295,121633,179,138862,72,82421,422,5209,902,126225,150,Highway,79
1079,Bus,Iveco,2018,695426,331,688691,20,689446,18,693677,5,534602,486,671966,71,683905,35,632294,191,676894,56,671961,71,638777,171,688701,20,590114,318,678916,50,629736,198,Highway,82
1080,Bus,Mercedes,2017,842750,352,839826,8,838036,13,793922,139,739745,293,743873,281,798834,125,842540,1,829462,38,794334,138,841767,3,781666,173,820967,62,783992,167,771345,203,Highway,31
1081,Bus,Volvo,2001,1404766,195,1401153,18,1403918,4,1381726,118,1236964,860,1403428,7,1377697,139,1403908,3,1399725,25,1374361,157,1388877,81,1371960,168,1364927,205,1403094,8,1335416,355,Urban,72
1082,Bus,Scania,2020,502139,335,492975,28,501825,1,464637,112,403593,294,389163,337,442282,179,473850,85,473181,87,477789,73,501711,1,494333,23,388692,339,372539,387,487574,43,Urban,37
1083,Car,Ford,2016,144769,53,136188,162,143444,25,126772,336,10820,2529,81261,1198,133179,219,143934,15,128424,313,112455,611,108393,684,143514,22,26970,2223,439,2720,62101,1562,Mixed,37
1084,Truck,Scania,2022,196355,219,188189,38,193284,14,187652,40,130565,301,196347,0,142977,244,114734,372,136687,272,189359,32,154807,189,189101,33,96983,454,196164,1,161037,161,Highway,56
1085,Truck,Scania,2005,1230363,204,1227557,14,1222143,41,1201965,139,1190774,194,1229396,5,1153060,380,1211676,92,1220815,47,1226752,18,1192885,183,1184978,222,1198827,154,1056806,851,1193145,182,Highway,85
1086,Car,Toyota,2003,1121196,170,1113097,47,1111856,55,1078832,249,947901,1019,1107187,83,1104596,97,1086500,204,1117199,23,1092073,171,1118576,15,1079831,243,1046829,438,943320,1047,1070448,298,Urban,49
1087,Truck,Volvo,2021,212934,179,211174,11,203327,53,196835,90,44624,940,107522,588,192937,112,170643,236,174377,215,197563,85,181551,176,185738,152,123587,498,162222,283,135155,435,Highway,72
1088,Truck,MAN,2015,309513,105,308456,10,308167,13,259687,475,132039,1691,296434,124,260303,469,244477,619,250173,564,283942,243,299634,96,306964,23,245981,605,175867,1272,267681,399,Urban,59
1089,Truck,Scania,2006,605071,106,602680,24,603010,20,565735,371,561674,410,542655,589,574484,290,584585,193,557785,445,570545,327,598325,64,563199,395,508596,911,549378,524,584378,196,Mixed,80
1090,Car,Toyota,2011,296452,70,293513,43,287490,129,274970,309,274867,309,270593,369,293993,33,240037,807,265660,441,265707,437,265850,438,286960,137,277605,270,235988,866,247952,691,Mixed,42
1091,Bus,MAN,2025,0,387,0,20,0,4,0,75,0,406,0,214,0,33,0,87,0,109,0,89,0,78,0,30,0,183,0,183,0,203,Urban,49
1092,Truck,MAN,2011,727803,171,724839,17,722237,33,721716,37,608997,694,708373,114,723173,27,693710,200,671297,331,689947,220,683628,258,685319,249,674450,312,611449,680,661945,384,Mixed,46
1093,Truck,Volvo,2011,447039,109,441002,55,441370,52,434346,116,319633,1170,344971,937,445914,9,419329,254,438130,84,432169,136,420796,241,412015,322,339754,984,351124,879,367055,734,Highway,38
1094,Truck,Volvo,2004,1668622,264,1667230,5,1663531,19,1654031,56,1576217,350,1634958,128,1647272,81,1624373,168,1618855,189,1642948,97,1613542,209,1609390,225,1567586,383,1581795,329,1596338,274,Mixed,71
1095,Car,Hyundai,2004,982347,156,979367,20,978942,22,937417,288,834147,951,906100,489,923416,378,971749,68,927848,349,945063,239,965843,106,963095,124,933688,311,981489,6,941054,264,Urban,81
1096,Bus,Scania,2021,374946,316,365819,29,369912,16,367241,24,248573,400,338913,114,305853,218,346857,89,317494,182,374771,0,316932,183,344623,96,289474,271,346591,90,308601,210,Urban,75
1097,Car,Ford,2016,243851,93,240836,33,238780,55,203831,430,128719,1239,161497,887,205136,417,170626,785,215852,302,230409,145,189495,585,186977,612,182221,660,98385,1565,221160,242,Highway,85
1098,Truck,MAN,2001,1461050,203,1452118,44,1460356,4,1433325,136,1439373,107,1382039,389,1396043,320,1405180,276,1411981,241,1438672,109,1412154,241,1417216,216,1389951,350,1352826,533,1385726,370,Mixed,88
1099,Bus,MAN,2010,1629961,362,1627294,7,1626689,9,1620619,26,1526230,287,1609334,57,1573254,157,1573375,157,1629581,1,1608075,60,1597166,90,1629577,1,1525350,289,1630032,0,1596739,92,Mixed,62
1100,Truck,Volvo,2015,842217,281,833189,32,833089,33,820156,78,759748,294,746810,339,826379,56,794095,171,827580,52,793540,173,840507,6,799646,152,737646,373,723664,422,828414,49,Highway,47
1101,Truck,Scania,2015,857537,289,857578,0,848647,31,842895,51,740185,406,790581,232,855368,7,803683,186,815652,145,854416,11,848861,30,838884,65,796260,212,713417,499,789387,236,Urban,58
1102,Bus,Mercedes,2018,520178,250,514502,23,519120,5,479630,162,495399,99,510041,40,485501,138,435588,338,508359,47,489463,123,466363,215,506839,53,416760,414,411879,433,470944,197,Mixed,34
1103,Bus,Iveco,2008,815082,160,814108,6,815198,0,786384,180,695308,749,721105,587,802788,76,755142,375,803021,75,789589,159,775932,245,772635,264,712969,638,729673,534,776732,240,Urban,68
1104,Bus,MAN,2024,110928,364,106788,11,101535,26,83354,76,46841,176,68007,118,101540,26,50034,167,65177,126,102409,23,60890,138,83940,74,72424,106,13630,267,44434,182,Urban,86
1105,Truck,Volvo,2001,1429708,198,1420605,46,1420981,44,1397783,161,1353584,384,1382879,236,1420605,46,1355480,375,1410709,96,1415066,74,1371640,293,1413324,84,1404478,127,1428794,5,1411101,94,Highway,62
1106,Car,BMW,2022,107341,114,102798,41,105161,19,99597,67,41368,578,58457,428,84720,199,41114,581,67144,352,82986,212,90923,145,57246,441,87636,173,56836,443,24102,731,Highway,56
1107,Bus,Mercedes,2009,1651900,344,1646342,16,1643543,24,1640233,34,1589642,181,1591792,175,1625026,78,1616376,103,1610996,119,1606675,131,1650159,5,1594238,168,1642371,28,1640852,32,1592048,174,Highway,57
1108,Truck,Scania,2006,1214936,212,1210769,19,1209823,24,1210960,19,1054777,755,1115775,468,1142954,339,1138169,362,1177750,175,1174030,193,1202023,61,1142515,342,1105812,515,1056547,747,1133846,382,Mixed,61
1109,Car,Ford,2014,597969,184,594435,19,593939,23,585651,67,568311,161,532751,354,533761,349,543700,295,543752,294,569819,153,594804,17,555135,233,483178,623,464879,724,532429,357,Mixed,59
1110,Truck,Ford,2021,229723,189,226829,15,219907,51,224618,27,152900,406,202865,142,203591,138,193384,192,195044,183,207688,117,185713,233,182891,248,122721,566,99843,687,181046,258,Highway,68
1111,Bus,Scania,2014,1048810,318,1043175,18,1040929,25,1016519,101,1009511,124,997411,162,986498,196,1041524,23,1005810,135,1047856,3,1042612,19,1023546,79,1038272,33,935961,355,1029351,61,Mixed,46
1112,Car,BMW,2004,365603,58,365311,8,357792,133,327649,655,345401,350,296764,1186,327515,654,310569,948,363528,33,354028,199,316407,849,327217,660,334543,533,245100,2075,296080,1199,Urban,78
1113,Truck,Scania,2009,913038,188,906770,34,904024,47,877898,186,792860,640,912466,4,841663,379,882229,165,896232,89,907725,28,894492,99,912864,1,803532,583,859743,284,864126,260,Urban,89
1114,Truck,Mercedes,2017,507233,212,501197,28,504335,14,491555,74,478849,134,444347,297,435831,337,449428,272,482308,118,461949,214,462340,212,443318,301,449148,274,371663,639,444714,295,Mixed,38
1115,Car,Hyundai,2001,1280706,178,1280147,3,1280600,0,1265625,84,1226737,302,1216504,361,1274573,35,1217797,353,1265313,86,1239106,233,1267588,73,1230035,284,1224841,314,1263119,99,1227505,299,Mixed,83
1116,Truck,MAN,2023,126714,225,121438,23,121547,23,105953,93,103663,103,8119,527,125281,6,39489,388,101450,113,109013,79,115312,50,116079,47,115369,51,85017,185,93695,146,Highway,64
1117,Truck,Volvo,2002,1254847,181,1245571,51,1250053,27,1210619,244,1172110,457,1164523,499,1193647,338,1219653,194,1203139,286,1253743,6,1251856,17,1192186,347,1236209,103,1179313,417,1231778,127,Highway,70
1118,Bus,Scania,2005,1603341,266,1602279,4,1599227,15,1563858,149,1434702,634,1552702,191,1560104,163,1577242,98,1580801,84,1558239,170,1593098,38,1574049,110,1567063,136,1584214,72,1570241,124,Highway,61
1119,Truck,Scania,2008,541134,106,538396,26,533513,71,492097,462,537752,32,503120,358,531168,94,474126,632,527846,123,521763,184,524443,157,476341,612,438259,970,459746,769,513280,263,Urban,72
1120,Truck,Mercedes,2022,230322,255,222499,31,220642,38,219277,44,208905,84,213736,65,202370,110,147821,324,220037,40,217537,50,198987,123,181167,193,186920,170,152260,306,147420,325,Urban,50
1121,Bus,Volvo,2014,601646,182,600492,7,598468,17,563136,212,506237,525,569951,174,577712,132,562777,213,543273,321,585015,91,598696,17,556627,247,582377,106,565763,198,548987,289,Highway,59
1122,Bus,Volvo,2024,117978,380,116782,3,112281,15,95312,60,66377,136,71236,123,78177,105,64721,140,60057,152,98724,51,63060,144,59703,153,27560,238,106670,30,53762,169,Mixed,31
1123,Car,Hyundai,2013,289839,79,279982,122,288632,15,263847,327,275874,177,181014,1378,215540,940,270052,250,240443,625,270744,241,264552,319,287864,27,172472,1487,212200,986,207265,1046,Urban,65
1124,Car,Hyundai,2006,657486,117,652248,44,656249,9,624900,278,577057,687,603909,459,636035,183,623995,287,654708,23,610304,403,626038,269,634971,192,637263,172,485468,1471,625040,278,Mixed,54
1125,Car,Toyota,2012,736267,188,731604,25,733878,13,716232,107,575735,854,654999,433,689373,250,684451,275,717542,100,718133,97,704088,171,706982,156,635819,534,641416,504,709209,144,Urban,75
1126,Bus,MAN,2024,57968,178,50388,42,53968,22,15838,237,0,702,0,480,36150,123,0,342,21841,203,46733,63,16643,232,33022,140,37368,116,4066,303,53223,26,Mixed,86
1127,Truck,Ford,2010,842980,187,839155,20,835330,41,817807,135,840082,16,739688,552,827297,83,777766,349,793862,263,824406,100,842311,4,777982,347,770294,389,687102,834,800086,229,Urban,62
1128,Bus,MAN,2023,219244,364,216850,7,214740,12,213944,14,201135,50,139486,219,180330,107,196431,63,212550,18,177321,115,180389,107,197800,59,130038,245,62406,431,136366,228,Highway,46
1129,Truck,Scania,2020,168400,110,168032,1,162115,57,140892,251,30477,1253,124199,403,137128,285,132348,329,123966,403,136844,288,148600,180,134603,307,145889,205,0,1552,138735,270,Mixed,74
1130,Car,Toyota,2002,1172574,170,1168065,26,1164555,48,1140439,190,1103758,405,1081723,534,1115363,337,1132593,235,1129387,254,1150433,131,1155291,102,1095608,453,1149636,135,1150134,132,1126195,273,Mixed,58
1131,Truck,MAN,2016,486899,182,480718,34,479072,43,437617,270,460638,145,484407,14,471478,85,415706,391,472996,76,484020,16,467607,106,460345,146,369792,644,473458,75,474501,69,Urban,63
1132,Bus,Mercedes,2019,277972,158,274295,23,274204,24,235884,267,130017,937,206909,450,208105,442,244940,209,276027,12,263526,92,274459,21,258233,126,243258,220,111652,1054,226752,323,Mixed,73
1133,Car,BMW,2004,380520,61,373450,114,374646,96,338327,690,368335,200,347515,542,309207,1169,309391,1167,369348,184,350330,494,341291,642,329362,838,336973,712,304058,1253,343759,602,Highway,36
1134,Car,Honda,2024,52780,183,46235,36,47652,28,5576,259,0,800,5128,260,0,378,0,372,474,285,4698,262,35978,92,19057,185,11029,228,17232,194,0,305,Highway,84
1135,Bus,MAN,2012,1029993,265,1029269,3,1020397,36,989031,155,910760,450,996873,125,993896,136,979901,189,976212,203,1016318,52,1022971,26,1019563,39,927491,387,938592,345,945000,320,Highway,50
1136,Car,BMW,2013,582196,160,577395,30,573707,54,561939,126,440829,884,543851,240,505495,479,526352,350,531116,318,536705,285,523895,365,524249,362,526361,349,566686,98,525213,356,Highway,89
